,class,tweet
1037,2,snap chat one night lol cute snapchat back nig
1038,1,bffl I love ya funci bitch I went finna fade amp shade ya C day wedemgirlz
1039,1,yep donttrym bitch bitchmod testm truth trust
1040,2,guess ill trash draw roster chang
1041,1,haahaa dumb bitch
1042,1,still see nigger see white hoe everrrrrr
1043,2,nerv work co monkey
1044,1,RT mani pretti bitch come birthday dinner
1045,1,RT nigger befor move made black ass must take nap
1046,1,everi week hoe parti I see hoe everi citi parti event
1047,1,RT actrist U bitch trip smh
1048,1,good friend glad I got honki ass let fuck shit year
1049,1,I hate ya bitch ass
1050,1,So new wave bitch wear mini shovel hand
1051,1,cunt
1052,2,monkey mad
1053,1,bitch get bat sumn ak voic
1054,1,damn roach got dick n pussi lol
1055,1,swear god bitch I bouta delet twitter account
1056,1,My Co worker talk twitter name Oh hoe could never screen shot boss
1057,1,fox8 got dem bitch huh
1058,1,fuck bitch rachel need die pleas
1059,1,ugli bitch get love
1060,1,I thinkin errbodi wanna give pussi
1061,1,yass bitch yass soon
1062,1,wake bae hoe TL
1063,1,wait got ole ladi still quench yo girl unfaith water fountain hoe
1064,1,Y tweakin wit wce shit way hell u like bitch everi singl day
1065,1,welp prettier bitch usual lose lol Is scienc
1066,1,niggaz get free pussi bounc beat alon
1067,1,foh idgt good pussi neva get tire
1068,1,I swear nigga use step one foot bu bitch would like nextttt
1069,1,bae go text hoe Me
1070,1,bree trash sinc
1071,2,At work imma real uncl tom
1072,1,nope tht wht say I hoe I peopl person
1073,1,bitch moreno valley
1074,0,recruit buku fag warehous place
1075,1,I think dem hoe lahhh regular co worker mess omarion bm
1076,1,hoe selfish
1077,1,nicca need live money pussi hobbi sum guidanc bunch petti miser dick n booti ass boy
1078,1,everi girl got wcw fake gay til time eat sum pussi I lol
1079,1,Oh bitch midi must crazi
1080,1,well damn ya side hoe claim boyfriend
1081,1,femal let sink min moment silenc get bitch think right
1082,1,vodka hoe bent
1083,1,Y excit strip mall built louisiana claiborn bitch gone fiya
1084,1,em girl lol So yall threesom girl eat pussi
1085,1,real men eat pussi
1086,1,RT I want man txtn tlkn lookin yet alon speakin hoe I insecur hoe cant BE trust
1087,1,RT It amaz nigga fuck w everi bitch nigga tri talk bitch wanna cri I need answer
1088,1,littl geniu man need class u help nig cool af man
1089,1,como se llama el ni delgado de jap n yocomo poko gino
1090,2,lbum de foto csitali ts3 fairi tail satan soul mirajan strauss made sim 3 happi
1091,0,lbum de foto gaywrit In make project queer student harvard highlight
1092,2,chillin My homi Or left Of british rapper turn isi jihadi pose sever head tcot
1093,1,peopl refer girlfriend bitch I know sound mean lol
1095,1,fuck east st john fan famili amp friend shut yo bitch ass
1096,1,unfollow bitch thot bitch got fire sonic must tweet
1097,1,My brother bitch pussi faggot etc like get beat
1098,1,If got paid 2million dollar eat nugget shit would u eat smash bitch
1099,1,lol bitch funni min toss ass curb
1100,1,bitch ear My mama told talk bitch jk
1101,1,bad breath cute even call bad bitch usual caus shitti attitud unk ever lie
1102,1,denzi tryna hoe broski izzi
1103,1,chunki nug even hook like
1104,1,aye nigga tryna freestyl trash though lol
1105,1,saw homeless man sleep box surround bubbl wrap must new alarm system even funni bitch
1106,1,thi bitch look dumber dumber minut gt gt gt gt gt gt gt
1107,1,even though trunk one main charact dragon ball GT lowkey weak weak noth lowkey shit trash
1108,1,omg yall see bag weed dog bitch like 3 fasho lmfaooooo
1109,1,98 women slut freshman year colleg let hoe great
1110,1,woaaaahh coat though lol nigga warm hoe
1111,2,truth distanc love bird
1112,2,frogger best game ever cuz suck flappi bird
1113,1,lmao dylan got call pussi Mr O take skill
1114,1,So still rather trash ass geno smith alex sick man U still cant tell alex suck blind man
1115,2,orton trash idc play trashlex smith sat kaep took spot
1116,1,watch prust tri hit hank break play pussi attempt pussi mtlhockey
1117,2,adderal kill two bird one stone
1118,1,fuck pussi
1119,1,fuck cowboy My birthday two day hoe
1120,1,yall hoe nasti yall find yall share share dick dirti ass femal still fuck nigga
1121,0,thi awkward u fag wonder awesom tank
1122,1,watch madea play everi night sing ass bitch
1123,1,ion wanna hear hoe faker momma dee teeth
1124,1,bitch
1125,1,I want To Be pussi whip I
1126,2,wtf flappi bird kid
1127,1,bro like I realli enjoy like eat pussi back It make nasti I like nasti haha like eat ass 2
1128,1,say someth one drake song I listen I feel fag
1129,1,everi femal thong If wear thong hoe lol fact
1130,1,I stop lil bitch
1131,1,anoth jersey fail cunt No pic need anim dem color wack
1132,2,yanke michael pineda next start
1133,1,flappi bird shit joke real tho
1134,1,I start cri bitch
1135,1,I hate girl get drunk amp turn hoe fvckin wast alcohol
1136,1,shout momma cuz rais hoe
1137,2,I mud shark I black friend make perfect sens idiot
1138,2,An itsi bitsi teeni weeni yellow pock dot bikini polk ashton polk
1139,1,ye iam singl I mess talk anyon hoe
1141,2,got new fish albino I name shaquita yee bahaha
1142,1,My anaconda My anaconda My anaconda want none unless got goal hun smh white ass niggah
1143,1,I wish dad life bitch ass nigga still think im child lmfaoooo damn sad cuh
1144,1,hoe realli b bird man new
1145,1,bitch get dem feel get new dick
1146,1,My momma aint rais hoe
1147,1,beatthehab nyr pussi
1148,1,smdh eagl fan bitch hey giant fan victor cruz danc hey watch
1149,1,caus look great bitch fuck mean
1150,1,I suppos eat yo booti bitch wym
1151,1,I rememb girl I smash On god hoe shit technic take
1152,1,I cri like bitch first breakup never love lol
1153,2,michael pineda hide pine tar neck fact yanke cheat Go red sox boston
1154,1,chad jordan bitch I cri
1155,1,grandma alway b ask Do girlfriend No I got hoe tf mean real shit
1156,1,bruh tell got zebra print bed sheet 9 10 hoe
1157,1,I hoe yah nigga shit
1158,1,bitch love throw irrelev shade go sit lil bitch
1159,2,So realli delet flappi bird app store cu someon kill foreal foreal
1160,1,mani lil nigga TL boosi got hoe
1161,1,I beat pussi hook right thur
1162,2,rape cannib recogn origin version Of fairi tale man wtf
1163,1,jose ur mean I said ili stfu hoe
1164,1,girl fuck retard back start cramp man doubl
1165,1,differ actual crazi amp aspir crazi real shit I stand fake crazi bitch
1166,1,man I bouta text bitch ever told lmao
1167,0,If u ask everi bitch gay bi
1168,1,first time 3 lol yuhhhh hit hoe
1169,1,u need someon church negro ur absolut right I work sunday still excus
1170,1,polic tri rodney king nigga happen nig
1171,1,vienna sausag clit I suck dat bitch eva believ color man eat pussay
1172,1,lesbian pussi tast like rainbow trout lezzzbehonest
1173,2,oxtail yellow rice blasphemi boneless
1175,1,symptom ebola My stomach hurt b I nervou bitch better drink bottl
1176,1,starv children africa bitch use banana plug butt hole smh wtf
1177,1,I wanna someth somebodi boy sound desper hoe bout start flat nose
1178,1,hate overli hood girl aye hoe We listen keef night I feel
1179,1,earli annoy come back ya fun fill weekend give attitud hoe
1180,1,hoe gon come amp amp go feel
1181,1,life knock stand fuck say hit like littl bitch
1182,1,tweet watchlikeak I watchlikeak fo da color folk die di shit food
1183,2,go pick selectionsunday 2for5 watchlikeak di make color folk happi
1184,1,haha imma catch ebola trynna keep warm lol ewww bitch well stay far away
1185,1,sum wrong pussi sweet smh
1186,2,great either equal trash denzel offici wash bruh neither flight
1187,1,tweak rich homi trash damn near still listen lil b wow
1188,2,I get paid chill share wealth lil nicca
1189,1,On real shit I catch bitch game
1190,1,Y hoe messi god nb
1191,1,lmao tempt send fuckin hoe lmao
1192,1,I wanna go lil shit tonight way bitch face set I wantin slap em I see
1193,1,kanni amp vonni tini ass bitch I hate crissi start call us littl bodi bitch hawaii
1194,2,two best yanke derek jeter joe torr joetorreday
1195,1,one wrong move consid bitch mine
1196,1,bitch u gone say bitch We phone bitch cuz let mf know
1197,1,I realli hate bitch know best
1198,1,I hate bitch like argu n shyt
1199,1,boney littl hoe smile day thi funni
1200,1,viet goddamn nam happen Go get beer bitch
1201,1,got carburetor foyer chevi c10 rebuilt redneck friend everybodi got one I need 1 build
1202,1,ur serious fag hate
1203,1,stupid bitch
1204,1,brandon motherfuck reason He bitch nigga
1205,1,waka tammi got ass beat ctfu nigga ever bitch back
1206,1,If bitch tweet I lose interest fast slide dm caus thot good look
1207,1,tri run game u dumb bitch tho
1208,1,I know I must make lot ya hoe sick amp I tell hoe get use bitch
1209,1,I trust male cheerlead cuz cimarron got one amp got allll bitch
1210,1,I bitch reason I think I funni sometim
1211,1,marri avoid pay child support win yeah lol see hoe amp ok
1212,1,one side chick came 5k bitch know I live I hide cuz
1213,1,right I take girl right kim day u support hoe
1214,1,fuck heat bandwagon rider We know u sound like hoe mad man cheat fat booti bitch
1215,1,If miley realli got knock juici J shit wild say u say ratchet pussi juici J
1216,1,If differ dude everi week might hoe js listen ladi dou
1217,1,shit like retard
1218,1,final got hot bitch danc came pant grind lost chanc UW madison lmao
1219,1,one ex seem get overlt lt lt cunt
1220,1,I tire corni vine ugli face stupid voic nigga sexi
1221,1,lmfaoooo bitch start okay bitch
1222,1,helloooo bitch bitch one avail
1223,1,upload pictur wat pictur bitch
1224,1,hoe shit u got em
1225,1,bitch ham face
1226,2,kid never found name anyth souvenir store thank mom ghetto name
1227,2,mock draft joke friend anyon
1228,1,game home alon noth someon come chill mayb go swimm ima ya bitch
1230,0,We agre fuck ye I DO send illeg wetback home
1231,1,toni romo top10qb bitch
1232,1,I wana eat food drink liq Go parti bad bitch waitin nigga I return
1233,2,oreo cooki
1234,1,black bitch turn 60 buy hat act like jesu forgot fuck nigga park loooool
1235,1,fuck drive stick gay fuck shit pussi say
1236,2,tom bradi slowli becom wash nah hi weapon trash
1237,1,If aint got shit goin ya self bitch gone want
1238,1,yall bare hoe yall dnt care bout I spent childhood wild hood
1239,1,I afraid commit A hoe
1240,1,ppl think webbi betta boosi ju retard
1241,1,anybodi get trade straight brandon knight trash
1242,1,omarion ol girl w neg ass vibe I hate mama like hoe need
1243,1,I like think I talk hoe hell nah lol bad I forgot got hoe like vdawg
1244,1,I wish stop cri bitch I omw back alreadi haha
1245,1,watch attackoftitan bro han steal tweet bitch ass nigga
1246,1,wassup twitter wassup bitch
1247,1,I got type white bitch thing I like dead
1248,1,My dog like scratch floor lay He weird buddi normal weird bitch
1249,2,laker kobe trash
1250,1,hoe loyal
1251,0,hell YA make malt liquor ad like thi di heaven fo color man
1252,1,whi hoe cri In mugshot bruh
1253,1,hoe pass around cleveland niggah
1254,1,hidey hidey hoe white folk noyvou round color
1255,1,listen I talk mayb listen I walk bitch still listen
1256,1,crip bitch b dusti asf
1257,1,buddi drug whole train lmao good extra ass hoe hate NY hoe
1258,1,hoe bad
1259,1,reggi give headach niggah
1260,1,get done run train bitch period nasti
1261,1,I Y U shit use linkedin work b lmfaoo bag linkiden hoe lol
1262,1,bitch fresh
1263,1,malibu come news mean denna hoe even light skinedddd hahaha
1264,1,fck nigger lol jk bra
1265,1,dej loaf ever bitch wc today take lil juic bitch want
1266,1,lol good I got nasti redneck back I take care busi seriou
1268,2,islam state suspect indonesia chines uighur uighur jihadi prc tool
1269,1,ima whoop boy It noth bean head ass bitch
1270,1,hell naw I wanna see ye lol trash hell
1271,1,I saw girl scratch privat today mean fuck right pussi
1272,1,killin tekken 6 lie trash
1273,1,I want obsess someon I want someon obsess u might kill bitch
1274,1,Up make play I slut bitch girlfriend u alway rap back yet
1275,1,I fuck tire end night rip much hit bitch
1276,1,If yo pussi stank u rais correctli lmao
1277,1,phat pussi look like scrotum
1278,1,everybodi entitl opinion tho bitch need shut amp sit fuck
1279,1,huge nip scari scari
1280,1,mental asylum dalla texa 1980 I go find hoe
1281,0,tea bag bitch pahahaha
1282,1,If I post pic everyth I life yall hoe would fall love kill em chan
1283,1,5 3 200 lb aint thick bitch fuck warthog
1284,1,fat bitch needa stop bite lip take pictur Y look hungri sexi
1285,1,bitch look first day school
1286,1,lightskin MF lmfaooo ight white bitch lol
1287,1,happi hoe smh better denial
1288,0,fuck white peopl bitch wut
1289,1,senior young side hoe gonna graduat like
1290,1,realist bitch ever step foot soccer field everi team bitch like
1291,1,nigga aux cord playin trash shit
1292,1,bitch middl look like daddi long leg
1293,1,black bitch drive song come
1294,1,fuck coon
1295,1,gf lil nigguh stfu glori god lmfaooooooo
1296,1,bitch want ah nigga
1297,1,If beyonc amp kim kardashian problem suck man dick averag look broke bitch neither
1298,1,u say ur mermaid obvious mean ur pussi fishi
1299,1,I dre bitch tho
1300,1,Oh dog pussi tight time loosen
1301,1,go eat pussi smell tangi
1302,1,ima block hoe block em either one lol
1303,1,It dog birthday get bad bitch punni
1304,1,find loyal ho
1305,2,laker realli trash
1306,1,fag toni
1307,1,bore hell shoulda answer phone call bitch rather bore
1308,0,like 5 8 need 1 hoe 2 5 10 breaking11 3 suck dick
1309,1,gotta fuck everi race see dick pussi like best thot
1310,1,I hit woman peni pussi I care sexi rich
1311,1,shit baltimor man hoe fine amp crazi
1312,1,smoke good weed bad bitch
1313,2,name someth trash cav
1314,1,bitch live say I brought michael kor need guy like
1315,1,bad bitch go fun
1316,1,I hope futur wife ever might sleep studi instead hoe right nigga shutcho asss
1317,1,I sorri I offend I call bitch I honestli thought knew
1318,1,lmao lexi hoe lmfaooo
1319,1,eat pussi nd look like
1320,1,fml My period pop pussi huh
1321,1,gt gt homecom 2 day lt lt bet u even date bitch I went say corner
1322,1,hate girl tho wish bitch hate song go
1323,1,bout get breast reduct bitch way seriou
1324,1,I bring anotha bitch nah
1325,2,golden oreo regular oreo ye
1326,2,oreo basic dirt circl cream true
1327,1,damn bitch alway get hit hottest guy n make feel stupid got call ego kill
1328,1,lmao I mind well hoe I mean like girl lol
1329,1,lmao definit I bout say front bitch shit freeway
1330,1,bitch hurri lol im hungri I focu
1331,1,ohhhhh ye bitch yesss u readi T
1332,1,woke bitch lol I angri wit hoe
1333,1,ima show ass tonight I feel omgggg I think shit bitch
1334,1,A lot women claim yellow actual red color blind mother fucka I yellow tho
1336,1,J cole trash I say year fuck lol
1337,2,I rate scale depend still wear color contact naw
1338,1,bout ride hors come fuck yo bitch ooh em tho
1339,1,RT hoe go learn spell
1340,1,coolin nig voic uhhe laugh
1341,1,yeah play yeah got want joke daddi bitch
1342,1,honesti I ask ugli hoe
1343,1,bouta let banko kno I goin ronneagl bitch
1344,1,hoe feel like photo didnt get enough favorit thirsti ass
1345,1,done w fuck nigga snip snip hoe stfu
1346,1,bol call girl bitch oharrd coo I tho
1347,1,wow put whole manifesto use twitlong canadian hey hoser mani adopt
1348,2,kit kat browni make
1349,2,bruh trent took yellow path
1350,1,I thought jay Z would hit yeah known sockin bitch 2
1351,1,good pussi nigga like funniest thing I ever seen tl
1352,1,yall fuckin trash yo man nigga gonna win skin trash
1353,1,I global ambassador someth I put ppl de nut hoe ahh nigga
1354,1,boutta walk hoe
1355,1,amp bitch bound get hurt caus lotta nigga playin hell yeah
1356,1,lol els common nigga hate sleep heat summer bird
1357,1,null bruh aliv han bitch die Oh well fbd
1358,1,thi hoe wait got 45 make sextap chile OH MY lord
1359,1,I rich dave chappel voic sign mlb ped user say bitch pussi
1360,1,bitch get outta dumb ass lmao
1361,1,wulf bitch thank
1362,1,like pictur get follow ass bitch
1363,2,need beani order two true religion one lol
1364,1,I might fuck around fuck yo bitch eat ass steal real ass nigga
1365,1,thi weather need flag today We tri 50 zip bitch tonight yessssirrrrr
1366,1,day unblock becom man happen bitch lol
1367,1,dreamgirl mckee ooh bet wooonnnttt stick dat hoe
1368,1,sleep guy mean gonna fuck trust ME bitch deni pussi
1369,1,real mvp wat ya bitch said I finish
1370,1,burnt pussi lip gal blue throw
1371,1,bad bitch bad start talk anyway He preach
1372,2,uncl charli got thru lip sing haha
1373,2,twitter rapper dm trash link
1374,2,lanc stevenson gone leav indiana trash anyway
1375,1,5 0 30 hoe dick sweg learn best
1376,2,A lot though attitud pure trash teamwhitegirl swirltheworld
1377,1,sit shit dnt sing hoe yess
1378,1,Y though realli hoe realli U dummi take pic
1379,1,I pussi honey I home
1380,1,sexi bitch hope bout
1381,2,foreskin go circumcis guy foreskin fairi take put pillow
1382,1,yall confus day somebodi put hoe dress
1383,1,major news feed peopl argu mean redneck vermontproblem
1384,1,hoe without sex ask girl text alotta nigga time
1385,1,I pro lose follow peopl handl excess use work cunt mine caus I say fuck
1386,1,repost kush blunt convo A simpl mind ho made pic I bet
1387,1,If I trust homi could I trust hoe lol
1388,2,brah wiz cheat hair like dyke Uh duh
1389,1,hoe control
1390,2,If howard elbow bosh bosh fight back got mcbob bird UD
1391,1,Im drunk I bout bitch need ride
1392,1,versac versac I talk shit twitter bitch block
1393,1,ginobl drop bitch like delta line
1394,1,clingi girlfriend best stop lie hoe bro shit annoy
1395,1,eliot pussi mmmmmether
1396,1,My bitch bad puerto rican song
1397,1,pretti boy face awe thank faggot
1398,2,An inning half away alex rodriguez elig play thought yanke mlb omg feel ulcer
1399,1,We brooklyn bound wit money feelin like yung jeezi bitch lmaoooo
1400,1,bitch ima shake til I nomo
1401,1,fuck ugli lol show teeth bitch fuck u
1402,1,lol cool son know grandma bald mouth got teeth hoe
1403,1,mo bitch special Ed darlen backatown GN
1404,1,fit small ass street son bitch know happen last time onyur st
1405,1,go dumb essay bitch sad
1406,1,I fuck 6th grade yeah bitch want fight yo dawg ass
1407,1,yall TL need sleep yall got school tomorrow bitch I got straight A ion need go
1408,1,dont een tryna disrespect say bitch term like bruh son
1409,1,gone leav hoe
1410,1,next time I see bitch I beat ass job lol
1411,1,fuck bitch get mi hous
1412,1,bad bitch thing I like
1413,1,aint bundl soooo nope bitch happi host
1414,1,No yu get money yu silli hoe
1415,1,niggaz bitch hide behind gang
1416,1,dont say shit els stfu bitch lot twitter shit come see
1417,1,nigga talk bitch day
1418,1,littl stupid ass bitch fuckin
1419,1,aint gone lie amp old head say see figur nah retard
1420,1,lmao amp aero sound young af talk bout hoe n weed n shit brah gotta listen shit
1421,1,nigga 6 2 long ass monkey arm make best cuddl buddi I heard ahaha femal told
1422,1,sometim I hate AZ amp sometim I love depend time year I guess amp dumb bitch live
1423,0,dude shave without athlet purpos gay af retard
1424,1,eat cuz women cook u gotta get rid hoe
1425,1,I go miss bitch much far right rest ol girl booti funni shit
1426,1,bitch fat ass way live u young shit gonna get old tho lot dent
1427,1,marcu bitch ass loyal team hop ass
1428,1,hoe fax type yo bitch number googl see pop back page thank
1429,1,I told never fold amp never sell sole told Yu stay In school soul autocorrect ho
1430,1,bitch U tri IT U deserv everi foul word came chri mouth bye hoe
1431,1,one last shot love shit I dog hoe drakelisten
1432,1,negro wear size 5 I 12 I 6 still grow
1433,1,good famili gym look hoe hit u later
1434,2,open starburst candi get 2 yellow lmao bruh
1435,1,birthday weekend start today shut yo hoe ass
1436,1,bitch nigga pay hoe lay hoe relax one night pay stay hoe
1437,1,wardrob consist mostli leg hoe guilti
1438,1,In mall yo bitch yo money I get somethin
1440,1,eat lot protein eat lot pussi mattietrumpstipsforabetterlif eat whole ass
1441,1,I jake bitch
1442,0,live gay afraid two black dick butt fuck queer
1443,1,A lot male need dress real men halloween sinc act like bitch year
1444,1,want littl bitch ima treat like littl bitch
1445,1,water polo fuck hard respect yeah pussi
1446,1,edward oss sparkl bitch realiti
1447,1,old bitch hoe
1448,0,I love song john doe dope faggot
1449,1,I hate bitch talk shit like clearli I like bitch wit DA red door hoe
1450,0,got done last final I walkin around campu like I place queer
1451,1,We I go sleep fag
1452,2,mmmh daili stori via yellow IN amp luv bling
1453,1,evn hoe silenc anymor proud want respect
1454,1,fuck good trip even good dick make bitch go crazi
1455,1,mani hoe preach
1456,1,If photograph back stori start pussi believethat cantknockthahussl
1457,1,I sound like fag last day emot inspir
1458,1,imaddictedto girl w fat pussi slim waist fat ass n innoc smile truuuuuu
1459,1,seminol redskin K seminol tribe got agreement fsu pay use name
1460,1,pussi wet
1461,0,dammn weed pothead annoy af twitter weed pot thing faggot
1462,1,I dream ewwww bitch must fuck
1463,1,lmao bitch listen gospel music w liquor hand weaaakkk lmfaooooooooo I cri
1464,1,amanda bitch ass eva cheat fizz fine ass ion geddit nigga look thought yall knew dat
1465,1,amp feel disrespect bitch tri suck dri lip
1466,1,Y bitch switch roo nigga hell
1467,0,Y hype bread loaf chick I chill dyke rapper
1468,0,cowboy win game regular season get playoff trash af lol hate ass nigga
1469,1,0 bitch realli wave shaq got hoe
1470,1,nigga want good girl still wanna fuck hoe gone work gotta pick one boy stfu
1471,1,splash onna bitch wednesday tomorrow
1472,1,damn browni I swear lmao
1473,1,mom dont call girl bitch somebodi daughter sister niec Me somebodi bitch
1474,0,white kid favorit activ 1 call peopl nigger xbox 2 fuck pet 3 shoot school
1475,1,smh bitch hater dare blackgirl jealousi yooo loool
1476,1,throw lamp bitch need lighten true dat
1477,1,use mx b measur slope ass girl
1478,1,way fuck ur bitch
1479,1,way fuck ur bitch
1480,1,My brother faggot smh
1481,1,dnt blame nigga femal see ya hoe ass way Go listen JT money fruitcak
1482,2,bio trash mine pretti good
1483,1,bout time chick want man want support tell bitch get bra
1484,1,pussi stank
1485,1,rememb bro show peopl
1486,1,uhoh got hoe lol Y I found letter car naaah
1487,1,If send nude snap chat one 3 guy favorit hoe
1488,1,monday whole lot better drive vehicl white pussi uhhh get ya
1489,1,No longer side bitch
1490,1,spit peopl show rais right In anoth word bitch nigga trait
1491,1,spongebob beat bitch
1492,1,A relationship made two bitch know count amen
1493,1,whi everyon think unfunni pander jizzbag automat troll hate color folk
1494,1,darkskin girl ugli ass bitch
1495,2,In fashion world urban mean stolen black peopl ghetto us urban haha
1496,1,It like bitch gotta pretti pussi loos witchcraft
1497,1,white girl u holla nooooo brotha go ugliest bad built hoe ever
1498,1,young hoe mamp pillow
1499,2,I surviv swine flu bird flu west nile bloomberg administr I fine abort surviv cant 4get
1500,1,fyi favorit type bitch
1501,2,My tweet trash
1502,1,small titti bitch pierc nippl look like stapl lmao
1503,1,readi blow bitch 3 rello
1504,1,I find anyth hold hair let alon put poni bitch I said post bust pic
1505,2,My leav trash u sick
1506,1,iont got type bad bitch thing I like aye I live life
1507,2,dumb beaner
1508,1,I tri keep bitch lay away way I feel
1509,1,trust bitch nah
1510,1,Is wrong I get bitch start talk shit ye
1511,1,noth better life meet hoe full time job let benefit nigga
1512,1,boney shit right I seen em walk street ctfu I crib tho He lucki nig
1513,1,I heard thigh gap way tell bitch pussi loos
1514,1,I threw hoe away also threw yo life away bruhhh
1515,1,lol haha hahahahahahahahahaahah deez nut bitch
1516,1,hate drive rain drive deez nut botch mouth hoe
1517,1,opinion irrelev cunt
1518,1,true noth shut libdog bitch like bark anyth S call preach truth
1520,1,fuck right pussi I wish dude grandpa
1521,1,see bitch talk smack playground
1522,1,I want panda express panera big booti hoe
1523,1,tho bro I hate nosey bitch
1524,1,got money gun gold bitch nd stack nigga fuck net beef shooter get nigga bring dat friday den
1525,1,If bitch come I hope bout slick shit yap thuggin
1526,1,I finna eat pussi lmao
1527,2,girl take snap back beani lol 35 dollar hat 40 AX beani I let take
1528,1,A new breed white girl slam bitch
1529,1,A bitch pay get dem pregnant fr fam ion see nicca poppin kid
1530,1,nigga want pussi I give lie dilemma cool
1531,1,hahahaha bitch make fall love I
1532,1,If buy tattoo wife girl bitch
1533,1,bitch say ray rice got deserv month ago want man free
1534,1,bitch like messi bun
1535,1,ask imma eat pussi
1536,1,girl eat mo pussi girl shoulda nigga jam
1537,1,leav bitchin bitch
1538,1,last night well fun lmao got pussi ya vern unfortun lol
1539,1,Y femal love bum nigga jail bird
1541,1,lucki ashit got shawti want niggah tryna keep
1542,1,get bro bae textin anoth nigger
1543,2,I accident ate pot browni I guess goe pledg drug free life lolz lmao colleg
1544,1,els think lip bite fuck sexi bitch bite hard put hoe
1545,1,kid call nigger xbox
1546,2,I feel I throw trash away everyday school
1547,1,make u wcw amp hoe favorit
1548,1,femal know hoe realli coolest chick sex asid lmao
1549,1,game fuck yall bitch amp yall attitud
1550,1,It might femal pussi wet caus cri smh
1551,1,I say bitch bad woman good ladi better lupe
1552,2,oreo milk
1553,1,mayb cuz put trust bitch ladi mayb fuck song
1554,0,shut fuck fuck trash nigga work anoth ring
1556,1,yellow rock hard
1557,1,everybodi love dej loaf caus wifey fuck kaya dat bitch
1559,1,I live constant fear shit bird well actual fuck happen sooooo
1560,1,I surround bad bitch I keep face wheretheyatdo
1561,1,Dr gero made android 18 destroy da world da sum bitch nigga shit I would program girl android gimm sum neck 24 7
1562,1,dumb bitch award goe uncl sam
1563,1,I let girl handcuff bed thinkin gon someth freaki bitch went phone
1564,1,pussi treat condom like car treat seatbelt kept beep u put
1565,1,almost 10 yr one gf sinc u fckn hoe huh
1566,1,relationship end life stop whini bitch
1567,1,fck like hoe thank ima classi I bitch I dead
1568,1,I hate bitch come school musti like tf walk hous stank mama shit
1569,1,jealou bitch like subtweet hoe
1570,1,Y big braid gell babi hair havin bitch look like dashiki Be menac thi discuss
1571,1,nawwww If hoe sittin floor damn couuuuuch birthday feb naa nope
1572,1,I dead hoe idk I felt like flame lol
1573,1,go sleep bitch stfu
1574,1,I realli like like 3 peopl town everyon els faggot
1575,1,better bitch ass peopl class tomorrow
1576,0,damn got wifey fall back nigga I share hoe
1577,1,catch girl hoe shit behind back
1578,2,I find want googl yellow king truedetect No kid go
1579,1,wet say trav see got hoe cali I send money
1580,1,thi bitch childish af one sister would crash
1581,1,nigel think know dumb smart shut bitch ass
1582,1,fuck bitch left like
1583,1,yasss bitch get paid tho long dnt act crazi
1584,1,half hoe still got nut babi hair shut
1585,1,nobodi want bum except bum bitch
1586,1,Ur ex girlfriend slut fr f dat hoe
1587,1,ladi If nigga alway wanna go parti everi weekend He basic side hoe shop
1588,1,gonna take hoe gonna let come spend money listen
1589,1,beef bitch titti look like sleep beef
1590,1,today long practic bitch
1591,1,food gt pussi pussi food food pussi
1592,1,I swear I see snow tomorrow bruhh sound like basic white bitch
1593,1,typic hoe costum 1 cat 2 nurs 3 bunni 4 polic offic 5 themselv
1594,1,Uh excus bitch need shout
1595,2,red neck ice bucket challeng must sip redneck
1596,1,smoke skate twerk I innat hoe ya
1597,1,I hate shit like bitch think cute cloth violat
1598,1,miss pussi
1599,1,I smoke like 20 backwood day cop dem bitch da box woe
1600,2,adam jone homer yanke lead 5 3 guy monsta
1601,1,alreadi go I look side hoe daddi walk room
1603,1,u r gey af boy I glad I close dumb bitch guy say I love
1604,1,stand playin ass nigga bitch
1605,2,make weed browni tonight goin slide batch relo
1606,1,hoe love oomf lol
1607,1,lover old bitch
1608,1,shavonn ballet middl street last night fell bitch ballet
1609,1,I want pussi dinner
1610,1,nude trash gotta draw cloth back send em back
1611,1,hoe like omg love new comb thought perro
1612,1,knee ass crow ass
1613,1,slut hoe thot whore
1614,1,I feel like twerk thi yo pussi stank
1615,1,kany might first nigga success save hoe lol origin tweet
1616,1,10 miami keeper hard find hoe like brain wrestl
1617,2,quot weezi vers I diamond rough like babi trash
1618,1,quot weezi vers like bitch ass aint got shit
1619,1,ugli AF stick one Rt thi new avi trash nah
1620,1,goofi onli goofi nigga simp chick commun pussi
1621,1,alway tryna degrad girlsamp shit realli pussyamp ass almost yall think shuuutt iittt sometim
1622,1,F k I never wear headband either hoop like lil bitch tho
1623,1,hoe
1624,1,thi singl shit bore suck bitch
1625,1,trenton gossman sexiest hillbilli I ever seen
1626,2,colt mccoy win hookem still trash
1627,1,cri guy thanksgiv nah bitch pick head make turkey soggi thank A shanni pat turkey dri
1628,1,good pussi make nigga regroup pull get thought togeth
1629,1,I ate oomf pussi
1630,1,ion care none bitch
1631,1,never seen mani perfect bitch til I made twitter
1632,1,I boss ass bitch bitch bitch bitch bitch bitch bitch
1633,1,agre eat pussi much better nasti
1634,1,fuck wcw dat bitch crush
1635,1,I want bitch big boooti bitch
1636,2,trash
1637,1,I like ghetto femal
1638,1,If jennif hudson lose weight anybodi fat ass hoe
1639,1,stop give nigga pussi stop actin like care true total
